11.571670,43.529290,Hotel Valdarno>390559103489
11.262230,43.615740,BeB Il Vichiaccio>390558218154
11.456270,43.664840,Hotel I Ciliegi>39055863451
11.771380,43.726970,Parc Hotel>390575529994
11.500430,43.732340,Villa Pitiana>39055860259
11.272470,43.766000,Grand Hotel Mediterraneo>39055660241
11.438800,43.775020,Leonardo's Rooms>390558368192
11.262570,43.776420,Hotel Morandi alla Crocetta>390552344747
11.299990,43.798940,Pensione Bencista>3905559163
11.296510,43.802130,Park Hotel Villa Fiesole>39055597252
11.321600,43.894760,Giotto Park Hotel>39055406608
11.990780,43.272940,Villa Marsili Hotel>390575605252
12.001290,43.234030,BeB Pupa>39057567663
12.062360,43.543990,Hotel Oliver>390575789933
12.114310,43.498620,Hotel Sobaria
12.135110,43.187210,Hotel La Vela>39075828211
12.139620,43.571420,Hotel Fiorentino>390575740350
12.251230,43.467660,Hotel Garden>390758550593
12.326110,43.103950,Hotel Relais dell'Olmo>390755173054
12.360960,43.106000,Ostello Mario Spagnoli>390755011366
12.466300,43.117040,Hotel Vega>390756929534
12.564770,43.063100,Hotel Cristallo>390758043094
12.579030,43.058550,DAL MORO Gallery Hotel>390758043688
12.629310,43.743030,Hotel Mamiani>390722322309
12.635070,43.726630,Hotel Raffaello>3907224784
12.635980,43.730550,Hotel La Meridiana>390722320169
12.651950,43.546060,Agriturismo La Ferraia>390721785010
12.680300,43.878970,Locanda Belvedere>390541982144
12.854500,43.750210,Hotel Residence Casa Oliva>390721891500
13.012890,43.849220,Hotel De La Ville>390721838000
13.176620,43.224040,Albergo Due Torri>390733645419
13.194400,43.652840,Country House La Madonnina>39071665142
13.249040,43.699830,Hotel Tritone>390717927406
13.276070,43.205440,Hotel 77>390733967400
13.312660,43.310900,Hotel Grimaldi>390733215725
13.456420,43.299650,Hotel Arena>390733230931
14.428080,36.892810,Hotel Mida>390932871430
14.723090,36.920280,HOTEL KROMA>390932622800
15.207160,36.963360,Hotel Villamare>390931791700
13.621990,37.265000,Hotel Tre Torri>390922606733
13.549600,37.295370,Hotel Kaos>390922598622
13.596700,37.299620,Colleverde Park Hotel>39092229555
15.079890,37.528720,Hotel Villa del Bosco>390957335100
14.873520,37.641530,Hotel Casale dei Greci>390957711532
15.210650,37.871750,BeB Vista sull'Alcantara>39094247282
15.152140,38.138530,Hotel Il Gabbiano>390909782343
15.025680,40.185700,Hotel Il Faro>390974904389
14.940260,40.263590,Hotel Hermitage>390974966618
14.948970,40.287410,HOTEL LA PERGOLA>390974961008
14.206110,40.558240,Hotel Mulino>390818382084
14.528120,40.609080,Hotel Margherita>39089874628
14.363700,40.613170,Oasi Olimpia Relays>390818080560
14.889900,40.627500,Hotel Olimpico>39089203004
14.483190,40.629730,Hotel Pasitea>39089875500
14.483190,40.630100,Hotel Montemare>39089875010
14.484070,40.630350,Hotel Poseidon>39089811111
14.489410,40.630620,Hotel Villa Bellavista>39089874054
14.799050,40.663150,Hotel Fiorenza>39089338800
14.429350,40.664760,Hotel Savoia>39089875003
15.106770,40.666400,Hotel Capital>39082845945
15.281680,37.855340,Hotel Villa Kristina>39094228366
15.286460,37.856280,Hotel Condor>39094223124
15.333610,37.915790,Baia Taormina Hotel e spa>390942756292
15.637300,38.220800,Altafiumara Hotel>390965759804
16.256240,38.920640,Grand Hotel Lamezia>39096853021
16.076720,39.135430,HOTEL DELLE CANNE 0982 42059
16.339400,39.299820,Hotel Sila>390984578484
17.141120,39.382400,Hotel il Gabbiano>39096231338
15.962340,39.479250,Hotel Piccolo Mondo>390982970991
16.505880,39.651760,Park Hotel dei Sibariti>390983851169
16.126360,39.697600,Hotel Barbieri>390981948072
18.353650,39.796230,Hotel Terminal>390833758242
15.789980,39.810530,HOTEL TALAO>39098520444
15.789860,39.810580,Hotel Santa Caterina>39098520330
18.022590,39.967410,Ecoresort Le Sirene>390833202536
15.370900,39.999550,Albergo Delfino>390974932239
16.139410,40.020400,Hotel Paradiso>390973576586
15.284040,40.053830,Hotel Saline>390974931112
17.982060,40.056170,Bellavista Club>390833261831
17.995490,40.061810,Joli Park Hotel>390833263321
18.485660,40.150270,Hotel Pietra Verde>390836801901
18.487940,40.151800,Hotel degli Haethey>390836801548
15.658710,40.342710,Villa Cosilinum>390975778615
17.977660,40.625380,Hotel Residence Villaggio Nemo>390831574477
17.275060,40.665570,Masseria Chiancone Torricella>390804490600
13.866930,40.736460,Hotel Le Canne>39081987501
